5111370892457757|08|2021|024
5111370892483266|07|2021|166
5111370892405178|06|2021|351
5111370892413800|09|2021|777
5111370892484108|09|2021|807
5111370892468184|08|2021|240
5111370892432164|05|2021|500
5111370892477714|03|2021|066
5111370892413545|11|2021|053
5111370892400856|09|2021|715
5111370892458011|05|2021|867
5111370892428881|12|2021|865
5111370892434707|02|2021|151
5111370892452402|12|2021|145
5111370892432263|08|2021|707
5111370892446156|04|2021|038
5111370892436405|05|2021|183
5111370892422017|09|2021|275
5111370892457880|03|2021|125
5111370892441512|04|2021|427
5111370892427065|04|2021|350
5111370892413263|07|2021|571
5111370892480668|07|2021|503
5111370892457351|08|2021|812
5111370892420771|05|2021|755
5111370892426471|01|2021|402
5111370892473481|07|2021|526
5111370892465800|02|2021|444
5111370892413024|10|2021|836
5111370892452758|04|2021|884
5111370892405343|08|2021|064
5111370892400567|12|2021|328
5111370892476484|07|2021|818
5111370892441579|07|2021|664
5111370892420847|02|2021|312
5111370892475817|05|2021|744
5111370892435175|07|2021|834
5111370892424088|04|2021|523
5111370892488380|04|2021|567
5111370892440688|01|2021|400
5111370892470453|11|2021|338
5111370892464852|12|2021|573
5111370892436553|10|2021|604
5111370892487200|12|2021|430
5111370892414733|12|2021|346
5111370892440241|04|2021|701
5111370892456221|09|2021|383
5111370892410814|01|2021|257
5111370892427727|10|2021|260
5111370892433766|09|2021|772
5111370892473648|04|2021|157
5111370892487440|06|2021|358
5111370892406317|09|2021|661
5111370892416126|05|2021|365
5111370892405103|03|2021|206
5111370892474414|08|2021|315
5111370892445612|07|2021|071
5111370892456353|03|2021|723
5111370892447386|06|2021|873
5111370892471311|11|2021|336
5111370892415607|12|2021|182
5111370892461601|03|2021|233
5111370892435738|06|2021|873
5111370892486285|01|2021|241
5111370892478704|04|2021|000
5111370892441272|12|2021|481
5111370892434236|01|2021|858
5111370892468309|09|2021|145
5111370892450679|12|2021|587
5111370892445729|03|2021|832
5111370892488885|07|2021|471
5111370892407547|12|2021|405
5111370892452576|08|2021|271
5111370892486111|03|2021|443
5111370892450125|02|2021|805
5111370892448756|01|2021|522
5111370892415151|09|2021|312
5111370892473648|04|2021|502
5111370892458268|03|2021|252
5111370892441769|02|2021|166
5111370892468556|05|2021|561
5111370892433774|10|2021|083
5111370892442387|01|2021|762
5111370892428832|04|2021|208
5111370892422611|04|2021|824
5111370892478258|06|2021|256
5111370892406705|12|2021|646
5111370892406309|06|2021|457
5111370892412141|11|2021|456
5111370892411556|03|2021|776
5111370892407570|07|2021|124
5111370892438856|02|2021|804
5111370892411283|02|2021|015
5111370892436637|02|2021|644
5111370892484413|03|2021|312
5111370892483423|02|2021|752
5111370892447055|02|2021|506
5111370892488612|03|2021|166
5111370892483605|09|2021|626
5111370892455710|03|2021|146
5111370892471543|09|2021|573
5111370892432040|06|2021|624
5111370892424260|01|2021|456
5111370892472079|08|2021|838
5111370892468135|08|2021|821
5111370892416126|01|2021|770
5111370892417769|06|2021|053
5111370892422603|03|2021|556
5111370892464050|11|2021|770
5111370892456619|12|2021|371
5111370892471444|12|2021|711
5111370892470156|06|2021|127
5111370892478563|08|2021|357
5111370892423320|09|2021|161
5111370892431802|04|2021|623
5111370892436124|04|2021|006
5111370892451131|07|2021|468
5111370892406846|08|2021|737
5111370892478241|12|2021|646
5111370892481062|12|2021|408
5111370892421852|08|2021|083
5111370892441769|02|2021|578
5111370892433378|02|2021|415
5111370892408123|02|2021|850
5111370892460769|05|2021|627
5111370892411085|11|2021|020
5111370892410830|11|2021|157
5111370892450521|12|2021|152
5111370892466105|05|2021|487
5111370892404684|10|2021|378
5111370892461379|06|2021|321
5111370892407323|03|2021|314
5111370892481732|04|2021|871
5111370892447873|06|2021|262
5111370892475320|08|2021|622
5111370892483118|12|2021|687
5111370892455520|12|2021|313
5111370892452246|08|2021|453
5111370892428063|07|2021|788
5111370892437783|03|2021|621
5111370892436454|06|2021|561
5111370892436165|03|2021|450
5111370892423718|01|2021|211
5111370892456445|12|2021|547
5111370892476567|03|2021|058
5111370892477557|12|2021|022
5111370892446545|04|2021|250
5111370892477102|05|2021|858
5111370892436728|03|2021|440
5111370892460264|03|2021|210
5111370892458151|12|2021|673
5111370892441835|12|2021|572
5111370892427677|04|2021|780
5111370892408412|08|2021|175
5111370892411549|06|2021|088
5111370892418759|06|2021|460
5111370892430119|08|2021|467
5111370892433741|08|2021|152
5111370892464332|02|2021|172
5111370892487887|07|2021|735
5111370892444516|11|2021|865
5111370892406838|06|2021|730
5111370892453368|01|2021|656
5111370892475585|12|2021|174
5111370892426455|09|2021|836
5111370892425507|10|2021|127
5111370892425135|04|2021|713
5111370892416183|07|2021|124
5111370892438286|01|2021|574
5111370892428261|06|2021|463
5111370892437304|06|2021|653
5111370892415805|05|2021|018
5111370892478837|02|2021|823
5111370892488430|06|2021|245
5111370892412778|11|2021|807
5111370892420748|03|2021|503
5111370892408537|06|2021|437
5111370892472350|08|2021|217
5111370892463508|06|2021|128
5111370892452139|10|2021|466
5111370892428345|03|2021|118
5111370892465776|02|2021|476
5111370892426844|07|2021|256
5111370892478365|12|2021|430
5111370892432834|11|2021|545
5111370892424138|04|2021|660
5111370892466550|01|2021|321
5111370892405251|07|2021|674
5111370892477870|08|2021|682
5111370892424526|10|2021|473
5111370892461742|11|2021|882
5111370892444227|03|2021|784
5111370892477755|05|2021|250
5111370892467079|06|2021|102
5111370892406374|07|2021|386
5111370892474216|02|2021|252
5111370892484520|01|2021|762
5111370892463227|08|2021|377
5111370892401367|08|2021|418
5111370892461130|10|2021|108
5111370892475734|01|2021|476
